,image_id,image_name,true_labels,true_boxes,predicted_labels,predicted_boxes
511,511,"[2580, 2580, 2580, 2580, 2580, 2580, 2580, 2580, 2580, 2580, 2580, 2580]","[1, 1, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]","[[117.0, 331.0, 163.0, 394.0], [117.0, 122.0, 162.0, 176.0], [257.0, 24.0, 355.0, 136.0], [257.0, 137.0, 355.0, 217.0], [212.0, 25.0, 258.0, 217.0], [163.0, 26.0, 209.0, 219.0], [164.0, 220.0, 212.0, 310.0], [212.0, 216.0, 354.0, 341.0], [260.0, 343.0, 356.0, 415.0], [259.0, 417.0, 356.0, 477.0], [211.0, 343.0, 258.0, 475.0], [162.0, 312.0, 211.0, 475.0]]","[6, 6, 6, 6, 5, 6, 6, 1, 6, 6, 5, 3, 6, 1, 2, 5, 1, 1, 3, 4, 6, 6]","[[260.3721008300781, 135.59613037109375, 354.7254333496094, 215.54176330566406], [258.3583068847656, 24.361480712890625, 355.46990966796875, 136.25572204589844], [260.4569091796875, 341.5873107910156, 354.2406921386719, 416.3478698730469], [211.437255859375, 346.0199279785156, 258.4709777832031, 449.48638916015625], [208.994873046875, 59.291412353515625, 259.3367919921875, 203.5684814453125], [163.9759979248047, 219.61192321777344, 210.95294189453125, 309.3641357421875], [257.8071594238281, 416.4555358886719, 356.7561950683594, 462.85198974609375], [115.01404571533203, 122.20059204101562, 162.49636840820312, 176.1045684814453], [211.95849609375, 212.95858764648438, 356.748046875, 340.93353271484375], [174.72613525390625, 16.094158172607422, 260.8832702636719, 217.44581604003906], [23.762474060058594, 30.688589096069336, 114.09898376464844, 49.324317932128906], [163.09487915039062, 393.6386413574219, 211.19297790527344, 472.6725769042969], [163.7188720703125, 48.12562942504883, 211.6817626953125, 219.33815002441406], [163.07778930664062, 396.1183776855469, 211.1996307373047, 469.6552734375], [218.27403259277344, 214.8764190673828, 349.8021240234375, 342.3221130371094], [164.27227783203125, 58.972137451171875, 211.61508178710938, 226.096923828125], [212.6694793701172, 218.9805908203125, 355.9449462890625, 337.5220642089844], [165.60458374023438, 20.815200805664062, 262.701904296875, 222.5089874267578], [207.73678588867188, 214.238037109375, 355.8721923828125, 340.21746826171875], [210.98374938964844, 214.1045379638672, 351.2404479980469, 339.3780822753906], [258.37109375, 457.61334228515625, 356.3410949707031, 474.660400390625], [163.5807342529297, 394.2679748535156, 209.20877075195312, 475.4945983886719]]"
512,512,"[2601, 2601, 2601, 2601, 2601, 2601, 2601, 2601, 2601]","[0, 6, 6, 6, 6, 5, 5, 5, 5]","[[155.0, 199.0, 258.0, 288.0], [258.0, 19.0, 365.0, 208.0], [260.0, 259.0, 366.0, 350.0], [259.0, 351.0, 367.0, 467.0], [155.0, 332.0, 258.0, 467.0], [45.0, 125.0, 153.0, 132.0], [45.0, 269.0, 154.0, 281.0], [48.0, 420.0, 157.0, 431.0], [154.0, 135.0, 206.0, 156.0]]","[6, 6, 6, 6, 5, 5, 1]","[[259.6433410644531, 257.5933532714844, 364.7427978515625, 350.03265380859375], [258.9197082519531, 12.019166946411133, 365.86712646484375, 206.05186462402344], [259.4933776855469, 349.610595703125, 366.2913513183594, 462.3814697265625], [156.64364624023438, 334.1233825683594, 259.3960266113281, 465.3739318847656], [43.511138916015625, 271.40179443359375, 155.7915496826172, 279.57281494140625], [50.032222747802734, 124.89080047607422, 128.5371551513672, 133.12548828125], [48.17269515991211, 16.243804931640625, 153.37680053710938, 121.74469757080078]]"
513,513,"[2608, 2608, 2608, 2608, 2608, 2608, 2608, 2608, 2608, 2608, 2608, 2608, 2608, 2608]","[0, 6, 6, 6, 6, 6, 5, 5, 5, 5, 5, 5, 5, 6]","[[96.0, 39.0, 185.0, 195.0], [7.0, 152.0, 52.0, 354.0], [7.0, 355.0, 96.0, 484.0], [271.0, 22.0, 359.0, 481.0], [229.0, 228.0, 271.0, 379.0], [184.0, 380.0, 271.0, 484.0], [9.0, 25.0, 52.0, 64.0], [53.0, 39.0, 97.0, 69.0], [183.0, 39.0, 227.0, 69.0], [229.0, 23.0, 273.0, 63.0], [97.0, 194.0, 140.0, 217.0], [139.0, 193.0, 183.0, 218.0], [228.0, 177.0, 272.0, 192.0], [98.0, 441.0, 141.0, 481.0]]","[6, 5, 5, 6, 6, 6, 6, 5, 1]","[[8.507033348083496, 147.09469604492188, 52.09452819824219, 354.5662536621094], [8.476125717163086, 24.073339462280273, 52.97593688964844, 64.69816589355469], [227.84780883789062, 22.680421829223633, 272.059326171875, 62.436126708984375], [184.900146484375, 377.68548583984375, 272.0022888183594, 481.2767028808594], [229.0389862060547, 225.0544891357422, 271.5006103515625, 377.2976379394531], [9.327994346618652, 352.77386474609375, 96.51315307617188, 483.06121826171875], [271.07952880859375, 30.653276443481445, 357.9086608886719, 457.39691162109375], [50.24724578857422, 23.66091537475586, 230.9405059814453, 40.04900360107422], [49.062103271484375, 23.247617721557617, 230.63848876953125, 41.828857421875]]"
514,514,"[2609, 2609, 2609, 2609, 2609, 2609, 2609, 2609, 2609, 2609, 2609, 2609, 2609, 2609]","[2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 6, 6]","[[77.0, 376.0, 170.0, 486.0], [122.0, 23.0, 172.0, 85.0], [174.0, 22.0, 222.0, 62.0], [222.0, 22.0, 270.0, 60.0], [72.0, 137.0, 121.0, 175.0], [71.0, 216.0, 121.0, 242.0], [172.0, 220.0, 222.0, 248.0], [171.0, 310.0, 221.0, 337.0], [172.0, 393.0, 220.0, 408.0], [172.0, 433.0, 221.0, 451.0], [272.0, 22.0, 369.0, 181.0], [270.0, 333.0, 364.0, 484.0], [22.0, 24.0, 73.0, 49.0], [22.0, 51.0, 73.0, 76.0]]","[5, 5, 5, 5, 5, 5, 6, 6, 5, 5, 1, 5, 5, 2, 5]","[[172.23422241210938, 22.204469680786133, 221.9410858154297, 60.068214416503906], [121.4014892578125, 22.457517623901367, 171.84022521972656, 83.45184326171875], [171.15513610839844, 220.83316040039062, 220.83023071289062, 247.45187377929688], [71.75390625, 136.95794677734375, 121.4765396118164, 174.58213806152344], [221.37936401367188, 22.636499404907227, 271.700439453125, 58.92757034301758], [70.99727630615234, 216.0411834716797, 121.17737579345703, 242.30897521972656], [270.5855712890625, 332.8718566894531, 368.7463073730469, 481.8601989746094], [272.53466796875, 19.79865837097168, 369.8843688964844, 184.5155487060547], [122.1822738647461, 198.48341369628906, 170.70619201660156, 211.56411743164062], [172.1588897705078, 393.99737548828125, 220.5577392578125, 406.4681396484375], [72.12641143798828, 375.1177062988281, 169.2248077392578, 471.4842529296875], [269.3122863769531, 242.93589782714844, 318.6255187988281, 262.4859924316406], [222.05953979492188, 111.96060943603516, 273.4883728027344, 127.27391815185547], [72.39768981933594, 372.13128662109375, 166.98057556152344, 486.4648132324219], [221.68777465820312, 155.90408325195312, 271.987060546875, 169.94094848632812]]"
515,515,"[2610, 2610, 2610, 2610, 2610, 2610, 2610]","[1, 0, 0, 0, 0, 0, 0]","[[3.0, 452.0, 354.0, 479.0], [109.0, 292.0, 254.0, 382.0], [253.0, 241.0, 358.0, 316.0], [175.0, 240.0, 252.0, 311.0], [3.0, 272.0, 116.0, 355.0], [107.0, 79.0, 260.0, 159.0], [253.0, 23.0, 360.0, 91.0]]","[1, 1, 1, 2]","[[2.04988169670105, 448.9487609863281, 351.51611328125, 476.7430725097656], [0.0, 233.01519775390625, 308.0098571777344, 400.327392578125], [0.0, 15.69813060760498, 270.02069091796875, 141.97406005859375], [8.27280330657959, 7.60355806350708, 265.07855224609375, 143.50096130371094]]"
516,516,"[2613, 2613, 2613, 2613, 2613, 2613, 2613, 2613, 2613, 2613, 2613, 2613, 2613, 2613, 2613, 2613, 2613, 2613, 2613, 2613, 2613, 2613]","[0, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 5, 5, 5, 5, 5, 5, 5]","[[4.0, 273.0, 104.0, 486.0], [257.0, 36.0, 356.0, 105.0], [306.0, 114.0, 358.0, 137.0], [306.0, 138.0, 358.0, 161.0], [306.0, 161.0, 357.0, 188.0], [305.0, 190.0, 357.0, 246.0], [304.0, 245.0, 356.0, 299.0], [303.0, 300.0, 357.0, 390.0], [304.0, 390.0, 356.0, 485.0], [257.0, 129.0, 307.0, 175.0], [256.0, 176.0, 304.0, 308.0], [153.0, 310.0, 304.0, 484.0], [205.0, 128.0, 256.0, 309.0], [154.0, 155.0, 204.0, 308.0], [3.0, 33.0, 105.0, 70.0], [156.0, 34.0, 257.0, 68.0], [106.0, 32.0, 155.0, 50.0], [54.0, 118.0, 104.0, 149.0], [5.0, 274.0, 104.0, 298.0], [54.0, 233.0, 104.0, 244.0], [106.0, 231.0, 155.0, 243.0], [206.0, 87.0, 257.0, 96.0]]","[6, 5, 6, 6, 6, 5, 6, 6, 6, 5, 6, 5, 5, 5, 5, 6, 6]","[[257.3390808105469, 33.11990737915039, 359.4813537597656, 103.45685577392578], [155.1558074951172, 156.16940307617188, 205.58193969726562, 197.8074951171875], [305.8164367675781, 297.3628845214844, 356.2645568847656, 388.36767578125], [256.6268615722656, 172.59559631347656, 304.4261474609375, 307.9745178222656], [304.7042541503906, 388.75689697265625, 355.7234191894531, 481.9853820800781], [6.4679274559021, 33.6995849609375, 105.6552505493164, 68.95796203613281], [155.58224487304688, 305.0280456542969, 302.9446716308594, 483.0801696777344], [305.8350830078125, 245.88914489746094, 357.6453857421875, 296.2166442871094], [306.5104675292969, 189.9333038330078, 357.9150390625, 245.19491577148438], [153.98634338378906, 32.76371383666992, 257.1110534667969, 70.47711944580078], [255.65550231933594, 126.74454498291016, 306.35125732421875, 173.5369873046875], [4.914202690124512, 274.5191345214844, 102.62916564941406, 297.4034729003906], [104.67045593261719, 231.72296142578125, 155.1158447265625, 242.53912353515625], [206.5496063232422, 127.90120697021484, 255.5629425048828, 180.17198181152344], [54.09772872924805, 235.2508087158203, 104.00857543945312, 244.4073944091797], [5.410581111907959, 272.0391845703125, 104.2697525024414, 297.9120788574219], [305.33074951171875, 115.04456329345703, 357.9693298339844, 178.7681884765625]]"
517,517,"[2614, 2614, 2614, 2614, 2614, 2614, 2614, 2614, 2614, 2614, 2614, 2614, 2614, 2614, 2614, 2614, 2614, 2614]","[2, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 6, 6]","[[44.0, 31.0, 178.0, 138.0], [1.0, 18.0, 362.0, 30.0], [3.0, 31.0, 42.0, 77.0], [178.0, 31.0, 223.0, 81.0], [268.0, 30.0, 313.0, 83.0], [223.0, 112.0, 269.0, 130.0], [225.0, 151.0, 270.0, 160.0], [42.0, 139.0, 178.0, 183.0], [88.0, 274.0, 133.0, 313.0], [132.0, 273.0, 179.0, 312.0], [1.0, 278.0, 44.0, 295.0], [1.0, 334.0, 44.0, 350.0], [0.0, 385.0, 46.0, 405.0], [0.0, 428.0, 45.0, 444.0], [313.0, 52.0, 362.0, 172.0], [179.0, 174.0, 362.0, 492.0], [91.0, 398.0, 180.0, 494.0], [45.0, 411.0, 92.0, 495.0]]","[5, 5, 5, 5, 5, 6, 5, 6, 6, 2, 6]","[[178.62254333496094, 30.452070236206055, 224.0741729736328, 77.87586212158203], [268.760009765625, 31.021129608154297, 313.9674072265625, 83.63933563232422], [88.40137481689453, 272.34039306640625, 134.0876007080078, 308.9009704589844], [133.60446166992188, 271.3767395019531, 180.170654296875, 306.6984558105469], [43.25396728515625, 137.96958923339844, 177.4675750732422, 178.6572265625], [178.7451934814453, 169.12608337402344, 362.57476806640625, 490.88922119140625], [0.0, 19.251413345336914, 361.20233154296875, 30.136295318603516], [314.4527587890625, 48.58979797363281, 363.5302429199219, 170.02818298339844], [45.71522521972656, 410.7103576660156, 90.39683532714844, 483.4521484375], [44.97990036010742, 23.731521606445312, 173.53138732910156, 142.10855102539062], [90.19513702392578, 396.0830993652344, 180.94862365722656, 492.4593811035156]]"
518,518,"[2615, 2615, 2615, 2615, 2615, 2615, 2615, 2615, 2615]","[0, 5, 5, 5, 5, 6, 6, 6, 6]","[[194.0, 63.0, 249.0, 158.0], [196.0, 30.0, 249.0, 61.0], [193.0, 186.0, 248.0, 201.0], [193.0, 363.0, 248.0, 377.0], [139.0, 25.0, 195.0, 36.0], [250.0, 25.0, 360.0, 173.0], [249.0, 174.0, 361.0, 271.0], [249.0, 269.0, 361.0, 356.0], [249.0, 357.0, 361.0, 473.0]]","[6, 6, 6, 5, 6, 1, 5]","[[252.20526123046875, 23.515390396118164, 358.58184814453125, 170.3757781982422], [248.27972412109375, 356.84075927734375, 357.6723937988281, 472.81683349609375], [249.34352111816406, 267.7837219238281, 361.32476806640625, 357.79241943359375], [139.4709930419922, 26.124879837036133, 195.12823486328125, 35.849185943603516], [247.70327758789062, 176.172119140625, 363.2887268066406, 334.18365478515625], [246.969970703125, 168.45474243164062, 362.63946533203125, 274.5310363769531], [249.37290954589844, 264.73779296875, 361.0289611816406, 354.3825378417969]]"
519,519,"[2625, 2625, 2625, 2625, 2625, 2625, 2625, 2625, 2625, 2625, 2625, 2625, 2625, 2625, 2625, 2625, 2625, 2625, 2625, 2625, 2625, 2625]","[0, 0, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]","[[155.0, 29.0, 305.0, 132.0], [7.0, 31.0, 105.0, 253.0], [7.0, 30.0, 107.0, 51.0], [155.0, 29.0, 306.0, 47.0], [105.0, 114.0, 157.0, 132.0], [105.0, 27.0, 156.0, 44.0], [106.0, 202.0, 155.0, 231.0], [55.0, 255.0, 157.0, 292.0], [54.0, 375.0, 156.0, 414.0], [6.0, 255.0, 55.0, 270.0], [8.0, 324.0, 57.0, 343.0], [157.0, 315.0, 306.0, 329.0], [306.0, 28.0, 358.0, 139.0], [306.0, 138.0, 358.0, 162.0], [304.0, 164.0, 358.0, 200.0], [305.0, 200.0, 356.0, 224.0], [306.0, 224.0, 356.0, 259.0], [306.0, 271.0, 356.0, 292.0], [306.0, 294.0, 356.0, 322.0], [305.0, 326.0, 358.0, 361.0], [307.0, 360.0, 356.0, 390.0], [306.0, 391.0, 354.0, 487.0]]","[5, 6, 6, 6, 5, 5, 6, 5, 5, 6, 6]","[[105.53568267822266, 202.21478271484375, 156.5519256591797, 250.65982055664062], [305.077880859375, 391.28961181640625, 357.3182678222656, 486.5610046386719], [307.16650390625, 25.152658462524414, 355.9745788574219, 138.60458374023438], [306.69049072265625, 292.9627380371094, 356.86224365234375, 322.8200378417969], [105.48957061767578, 115.43597412109375, 156.3680877685547, 131.03350830078125], [7.904494285583496, 256.4729309082031, 56.31635284423828, 270.07720947265625], [53.242393493652344, 376.6639404296875, 156.80653381347656, 485.3918151855469], [105.81395721435547, 30.147964477539062, 156.32952880859375, 42.87040328979492], [152.1855926513672, 28.44315528869629, 307.0986022949219, 43.20178985595703], [305.45074462890625, 219.8099365234375, 358.6802978515625, 275.8149108886719], [306.6705322265625, 161.31317138671875, 357.66851806640625, 240.7924041748047]]"
520,520,"[2626, 2626, 2626, 2626, 2626, 2626, 2626, 2626, 2626, 2626, 2626, 2626]","[0, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 5]","[[121.0, 35.0, 213.0, 182.0], [212.0, 36.0, 352.0, 131.0], [260.0, 132.0, 353.0, 242.0], [259.0, 242.0, 352.0, 343.0], [261.0, 344.0, 305.0, 432.0], [305.0, 343.0, 351.0, 434.0], [258.0, 432.0, 351.0, 479.0], [123.0, 249.0, 259.0, 479.0], [77.0, 275.0, 122.0, 481.0], [212.0, 235.0, 258.0, 247.0], [123.0, 182.0, 168.0, 191.0], [30.0, 391.0, 76.0, 402.0]]","[6, 6, 6, 6, 6, 6, 6, 1, 2]","[[260.6045227050781, 238.49014282226562, 351.8561706542969, 340.4702453613281], [257.3736572265625, 341.2863464355469, 351.5362243652344, 428.6574401855469], [75.36752319335938, 272.2922668457031, 122.01469421386719, 474.023193359375], [259.748291015625, 130.1357421875, 353.4239196777344, 238.45620727539062], [214.71197509765625, 33.340003967285156, 351.5415954589844, 130.27313232421875], [116.67539978027344, 246.58306884765625, 259.7562561035156, 478.65478515625], [258.2894592285156, 429.9747619628906, 352.6751708984375, 474.4584655761719], [120.9636459350586, 254.10438537597656, 259.7730712890625, 433.85504150390625], [127.61457061767578, 250.7076873779297, 255.24148559570312, 455.4630126953125]]"
521,521,"[2629, 2629, 2629, 2629, 2629, 2629, 2629, 2629, 2629, 2629, 2629, 2629, 2629, 2629, 2629]","[0, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 6, 5, 6]","[[11.0, 34.0, 113.0, 285.0], [116.0, 34.0, 165.0, 74.0], [215.0, 36.0, 262.0, 78.0], [164.0, 135.0, 213.0, 159.0], [213.0, 221.0, 263.0, 237.0], [261.0, 194.0, 311.0, 214.0], [311.0, 193.0, 364.0, 215.0], [163.0, 237.0, 212.0, 264.0], [163.0, 314.0, 212.0, 324.0], [14.0, 315.0, 63.0, 326.0], [163.0, 341.0, 360.0, 467.0], [312.0, 313.0, 362.0, 340.0], [14.0, 362.0, 111.0, 468.0], [20.0, 32.0, 115.0, 52.0], [263.0, 36.0, 365.0, 194.0]]","[5, 5, 6, 6, 6, 5, 5, 1, 1]","[[214.27842712402344, 33.60464859008789, 263.23272705078125, 76.84378814697266], [115.69085693359375, 32.895469665527344, 166.0314178466797, 72.762939453125], [14.281631469726562, 361.9082336425781, 112.91732788085938, 452.5851745605469], [263.2465515136719, 29.04302406311035, 363.0903015136719, 191.5835723876953], [161.89846801757812, 339.5052185058594, 350.3987731933594, 468.0762939453125], [19.83561134338379, 33.74398422241211, 116.54943084716797, 51.80381774902344], [261.998291015625, 194.00479125976562, 312.0325927734375, 213.70533752441406], [160.60948181152344, 337.95660400390625, 356.8119812011719, 468.3391418457031], [17.351516723632812, 22.07607650756836, 115.1128921508789, 284.57269287109375]]"
522,522,"[2630, 2630, 2630, 2630, 2630, 2630, 2630, 2630, 2630, 2630, 2630, 2630, 2630, 2630, 2630]","[0, 0, 6, 6, 6, 6, 6, 6, 6, 5, 5, 5, 5, 5, 5]","[[174.0, 298.0, 229.0, 468.0], [168.0, 296.0, 233.0, 470.0], [5.0, 29.0, 116.0, 147.0], [171.0, 32.0, 342.0, 134.0], [231.0, 385.0, 344.0, 468.0], [6.0, 230.0, 62.0, 301.0], [6.0, 300.0, 62.0, 363.0], [6.0, 363.0, 62.0, 420.0], [8.0, 422.0, 62.0, 472.0], [116.0, 32.0, 173.0, 94.0], [228.0, 134.0, 341.0, 159.0], [285.0, 199.0, 343.0, 220.0], [6.0, 146.0, 62.0, 166.0], [63.0, 146.0, 117.0, 168.0], [63.0, 333.0, 118.0, 354.0]]","[5, 5, 6, 5, 6, 6, 6, 6, 6, 6, 5, 5]","[[226.30496215820312, 133.2334442138672, 339.83447265625, 158.65078735351562], [115.45730590820312, 30.846519470214844, 172.26930236816406, 92.41488647460938], [8.049020767211914, 302.7039794921875, 63.381324768066406, 359.1590270996094], [62.98598861694336, 334.5509338378906, 119.08952331542969, 353.6726989746094], [8.079428672790527, 362.3883056640625, 63.332191467285156, 420.7589416503906], [8.327495574951172, 229.47930908203125, 61.80655288696289, 300.66119384765625], [229.94227600097656, 384.1560363769531, 345.2331848144531, 468.7445068359375], [172.64553833007812, 30.94803237915039, 343.8551025390625, 132.4786376953125], [8.846752166748047, 421.1115417480469, 63.76165008544922, 469.6909484863281], [7.363331317901611, 28.23455047607422, 114.92948913574219, 140.64453125], [171.80487060546875, 223.6783447265625, 229.65093994140625, 232.87391662597656], [62.315433502197266, 146.4614715576172, 116.94612884521484, 167.59371948242188]]"
523,523,"[2633, 2633, 2633, 2633, 2633, 2633, 2633, 2633, 2633, 2633, 2633, 2633, 2633, 2633, 2633]","[0, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 6, 6]","[[103.0, 122.0, 188.0, 242.0], [55.0, 12.0, 189.0, 122.0], [7.0, 11.0, 54.0, 48.0], [192.0, 14.0, 235.0, 44.0], [281.0, 13.0, 327.0, 51.0], [8.0, 124.0, 101.0, 154.0], [9.0, 206.0, 53.0, 241.0], [54.0, 205.0, 100.0, 241.0], [7.0, 331.0, 54.0, 352.0], [6.0, 419.0, 54.0, 441.0], [238.0, 150.0, 284.0, 166.0], [283.0, 98.0, 369.0, 225.0], [192.0, 223.0, 374.0, 497.0], [100.0, 252.0, 191.0, 339.0], [55.0, 338.0, 192.0, 497.0]]","[5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 2, 4, 1]","[[5.684089660644531, 123.27782440185547, 101.36961364746094, 153.3136444091797], [281.86785888671875, 12.960779190063477, 327.9660949707031, 47.54546356201172], [8.721022605895996, 10.542922019958496, 55.05192947387695, 46.76472091674805], [8.084000587463379, 204.75099182128906, 54.83391571044922, 239.47283935546875], [54.95561218261719, 203.56387329101562, 101.19871520996094, 238.43850708007812], [99.68228149414062, 249.79010009765625, 192.00355529785156, 337.5898132324219], [285.14434814453125, 95.47021484375, 368.62054443359375, 221.24612426757812], [54.170570373535156, 335.61419677734375, 193.23707580566406, 498.40570068359375], [237.20323181152344, 184.5697784423828, 283.38531494140625, 220.9102783203125], [194.68081665039062, 226.01658630371094, 371.8629150390625, 490.9601135253906], [196.1529541015625, 223.9625701904297, 373.5645751953125, 479.4899597167969], [191.26815795898438, 208.2001495361328, 369.0751953125, 496.8841247558594], [193.43896484375, 233.97080993652344, 369.30389404296875, 480.26947021484375]]"
524,524,"[2641, 2641, 2641, 2641, 2641, 2641, 2641, 2641, 2641, 2641, 2641, 2641, 2641, 2641, 2641, 2641, 2641, 2641, 2641, 2641, 2641, 2641, 2641, 2641]","[1, 0, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6]","[[74.0, 150.0, 128.0, 244.0], [20.0, 194.0, 74.0, 282.0], [17.0, 28.0, 72.0, 81.0], [72.0, 41.0, 125.0, 71.0], [126.0, 42.0, 179.0, 60.0], [71.0, 25.0, 180.0, 41.0], [181.0, 28.0, 234.0, 41.0], [18.0, 73.0, 71.0, 95.0], [128.0, 145.0, 181.0, 164.0], [180.0, 140.0, 235.0, 157.0], [128.0, 231.0, 181.0, 249.0], [21.0, 318.0, 74.0, 336.0], [74.0, 323.0, 128.0, 343.0], [21.0, 370.0, 75.0, 391.0], [76.0, 405.0, 127.0, 413.0], [287.0, 27.0, 341.0, 86.0], [288.0, 121.0, 344.0, 151.0], [237.0, 151.0, 347.0, 237.0], [183.0, 238.0, 347.0, 375.0], [289.0, 375.0, 347.0, 426.0], [289.0, 424.0, 347.0, 471.0], [238.0, 447.0, 290.0, 473.0], [183.0, 391.0, 236.0, 438.0], [238.0, 397.0, 290.0, 425.0]]","[5, 5, 6, 5, 5, 5, 6, 6, 5, 1, 1, 5, 1, 5, 2]","[[127.22624206542969, 144.59375, 181.9080047607422, 164.24981689453125], [73.96377563476562, 37.78940200805664, 126.33116912841797, 72.6915512084961], [235.5762176513672, 146.42132568359375, 343.78582763671875, 238.40826416015625], [180.87539672851562, 142.02903747558594, 235.11631774902344, 157.45213317871094], [126.37090301513672, 41.772029876708984, 180.81192016601562, 61.92013931274414], [178.70286560058594, 28.16665267944336, 234.24546813964844, 40.412109375], [287.4295654296875, 26.218547821044922, 341.89141845703125, 87.67356872558594], [183.0997314453125, 235.80899047851562, 343.50018310546875, 376.3136901855469], [75.25506591796875, 406.08697509765625, 127.6729507446289, 414.450439453125], [17.264822006225586, 27.69678497314453, 73.78717041015625, 78.93341064453125], [74.11017608642578, 148.88833618164062, 128.37428283691406, 237.2117919921875], [19.9350643157959, 37.23845672607422, 72.20171356201172, 94.47340393066406], [19.991743087768555, 191.73068237304688, 73.3274917602539, 278.9607849121094], [88.78919219970703, 25.816938400268555, 173.81263732910156, 39.078678131103516], [71.17200469970703, 147.6749267578125, 126.48846435546875, 241.0992889404297]]"
525,525,"[2642, 2642, 2642, 2642, 2642, 2642, 2642, 2642, 2642, 2642, 2642, 2642, 2642, 2642, 2642, 2642, 2642, 2642, 2642, 2642]","[2, 6, 6, 6, 6, 6, 6, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]","[[98.0, 23.0, 185.0, 128.0], [272.0, 38.0, 363.0, 242.0], [228.0, 149.0, 273.0, 240.0], [228.0, 240.0, 366.0, 495.0], [187.0, 224.0, 230.0, 308.0], [101.0, 307.0, 230.0, 495.0], [57.0, 369.0, 100.0, 418.0], [12.0, 419.0, 101.0, 495.0], [8.0, 24.0, 54.0, 92.0], [53.0, 80.0, 98.0, 121.0], [99.0, 129.0, 142.0, 165.0], [142.0, 192.0, 186.0, 204.0], [186.0, 24.0, 229.0, 38.0], [230.0, 24.0, 271.0, 59.0], [10.0, 188.0, 55.0, 201.0], [10.0, 238.0, 55.0, 254.0], [54.0, 219.0, 98.0, 242.0], [99.0, 233.0, 142.0, 244.0], [55.0, 329.0, 101.0, 349.0], [143.0, 278.0, 187.0, 293.0]]","[5, 5, 5, 6, 6, 6, 5, 6, 6, 6, 6, 2, 1, 1]","[[7.901285648345947, 22.81561851501465, 53.53902816772461, 88.4963607788086], [53.78123474121094, 80.622314453125, 98.7760238647461, 119.3099594116211], [229.04417419433594, 22.492324829101562, 272.7835693359375, 59.15231704711914], [186.7455291748047, 222.0596923828125, 229.16213989257812, 305.49188232421875], [228.8151397705078, 239.452392578125, 363.76971435546875, 483.28021240234375], [11.400656700134277, 417.0693359375, 101.96940612792969, 491.6350402832031], [98.00177001953125, 232.41607666015625, 142.6693572998047, 246.66912841796875], [230.096923828125, 148.06240844726562, 274.3510437011719, 238.70040893554688], [272.1296081542969, 34.58406066894531, 362.77752685546875, 241.37501525878906], [56.85764694213867, 369.9459533691406, 100.37754821777344, 417.3883056640625], [98.58924102783203, 300.916015625, 230.97706604003906, 487.39288330078125], [99.85035705566406, 16.97261619567871, 179.79396057128906, 128.4877166748047], [96.73190307617188, 14.513838768005371, 186.16575622558594, 124.04704284667969], [98.69264221191406, 304.8417663574219, 228.78797912597656, 490.4244689941406]]"
